,miRNA,ceRNA,species,database,type
37751,hsa-let-7e-3p,HNRNPC,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
37795,hsa-let-7e-3p,IFRD1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
38001,hsa-let-7e-3p,LINC00598,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
38061,hsa-let-7e-3p,LYPLA1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
38083,hsa-let-7e-3p,MAL2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
38119,hsa-let-7e-3p,MCFD2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
38145,hsa-let-7e-3p,METTL9,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
38227,hsa-let-7e-3p,MTF2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
38232,hsa-let-7e-3p,MTRF1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
38240,hsa-let-7e-3p,MYLK,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
38437,hsa-let-7e-3p,NRBP1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
38608,hsa-let-7e-3p,PIAS1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
38702,hsa-let-7e-3p,PPP2R5E,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
38703,hsa-let-7e-3p,PPP4C,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
38725,hsa-let-7e-3p,PRMT1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
38786,hsa-let-7e-3p,R3HDM2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
38842,hsa-let-7e-3p,RC3H1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
39219,hsa-let-7e-3p,SORBS2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
39226,hsa-let-7e-3p,SP100,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
39297,hsa-let-7e-3p,STAT6,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
39383,hsa-let-7e-3p,TECR,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
39402,hsa-let-7e-3p,TFG,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
39404,hsa-let-7e-3p,TFRC,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
39552,hsa-let-7e-3p,TTLL4,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
39619,hsa-let-7e-3p,VEPH1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
39660,hsa-let-7e-3p,WNK1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
45301,hsa-let-7e-5p,TTTY15,Homo sapiens,RNAInter;ENCORI,miRNA-mRNA;miRNA-lncRNA
48926,hsa-let-7f-5p,AASDHPPT,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
48933,hsa-let-7f-5p,ABCC10,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
49057,hsa-let-7f-5p,ACTL6A,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
49065,hsa-let-7f-5p,ADAM15,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
49078,hsa-let-7f-5p,ADCY7,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
49105,hsa-let-7f-5p,AGO3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
49460,hsa-let-7f-5p,C1orf43,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
49512,hsa-let-7f-5p,CAPN7,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
49521,hsa-let-7f-5p,CASC3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
49576,hsa-let-7f-5p,CD46,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
49610,hsa-let-7f-5p,CDKN1A,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
49740,hsa-let-7f-5p,COPB1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
49741,hsa-let-7f-5p,COPE,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
49747,hsa-let-7f-5p,COQ10B,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
49749,hsa-let-7f-5p,CORO1C,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
49788,hsa-let-7f-5p,CS,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
49806,hsa-let-7f-5p,CTDSPL2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
49913,hsa-let-7f-5p,DMTF1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50033,hsa-let-7f-5p,EIF4E2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50036,hsa-let-7f-5p,EIF4G2,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
50078,hsa-let-7f-5p,EPN2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50090,hsa-let-7f-5p,ERGIC1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50096,hsa-let-7f-5p,ERP29,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50110,hsa-let-7f-5p,ETFDH,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50159,hsa-let-7f-5p,FAM57A,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50326,hsa-let-7f-5p,GGA3,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
50343,hsa-let-7f-5p,GMPPA,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50359,hsa-let-7f-5p,GOLGA7,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50420,hsa-let-7f-5p,GYG1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50478,hsa-let-7f-5p,HM13,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50768,hsa-let-7f-5p,LAMP1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50773,hsa-let-7f-5p,LARP1,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
50833,hsa-let-7f-5p,LMO3,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50863,hsa-let-7f-5p,LRRC28,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50867,hsa-let-7f-5p,LRRC41,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50892,hsa-let-7f-5p,LYPLA1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50906,hsa-let-7f-5p,MAL2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50917,hsa-let-7f-5p,MAP3K1,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50944,hsa-let-7f-5p,MARS,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50949,hsa-let-7f-5p,MATR3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50954,hsa-let-7f-5p,MBNL1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50963,hsa-let-7f-5p,MCFD2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50968,hsa-let-7f-5p,MDM2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
50969,hsa-let-7f-5p,MDM4,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
50997,hsa-let-7f-5p,METTL9,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51094,hsa-let-7f-5p,MTAP,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51101,hsa-let-7f-5p,MTF2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51131,hsa-let-7f-5p,MYD88,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51175,hsa-let-7f-5p,NCAPD2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51184,hsa-let-7f-5p,NCOR2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51193,hsa-let-7f-5p,NDST3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51197,hsa-let-7f-5p,NDUFAF7,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51436,hsa-let-7f-5p,OXA1L,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51438,hsa-let-7f-5p,P2RX4,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51462,hsa-let-7f-5p,PAPOLA,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51511,hsa-let-7f-5p,PDCD4,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51541,hsa-let-7f-5p,PGAP2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51560,hsa-let-7f-5p,PHTF2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51612,hsa-let-7f-5p,PLEKHA2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51637,hsa-let-7f-5p,PNISR,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51668,hsa-let-7f-5p,POU2F1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51695,hsa-let-7f-5p,PPP4C,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51750,hsa-let-7f-5p,PTGFRN,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51819,hsa-let-7f-5p,RALY,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51837,hsa-let-7f-5p,RASSF8,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51855,hsa-let-7f-5p,RBM39,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51901,hsa-let-7f-5p,RHOBTB3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51904,hsa-let-7f-5p,RHOT1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51912,hsa-let-7f-5p,RIOK3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
51922,hsa-let-7f-5p,RNASEH2B,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52005,hsa-let-7f-5p,RPL35A,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52015,hsa-let-7f-5p,RPS6KB2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52039,hsa-let-7f-5p,RUFY2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52100,hsa-let-7f-5p,SEC23B,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52122,hsa-let-7f-5p,SENP5,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52191,hsa-let-7f-5p,SLC16A3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52235,hsa-let-7f-5p,SLC35F5,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52321,hsa-let-7f-5p,SNRPC,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
52343,hsa-let-7f-5p,SOD2,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
52394,hsa-let-7f-5p,SRGAP3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52395,hsa-let-7f-5p,SRGN,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52405,hsa-let-7f-5p,SSX2IP,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52417,hsa-let-7f-5p,STARD3NL,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52585,hsa-let-7f-5p,TINF2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52618,hsa-let-7f-5p,TMEM138,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52619,hsa-let-7f-5p,TMEM143,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52640,hsa-let-7f-5p,TMEM243,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52699,hsa-let-7f-5p,TPD52,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52749,hsa-let-7f-5p,TSC2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52769,hsa-let-7f-5p,TTC31,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52776,hsa-let-7f-5p,TTLL4,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52779,hsa-let-7f-5p,TTTY15,Homo sapiens,RNAInter;ENCORI,miRNA-mRNA;miRNA-lncRNA
52826,hsa-let-7f-5p,UBXN8,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52874,hsa-let-7f-5p,VBP1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52894,hsa-let-7f-5p,VPS8,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52913,hsa-let-7f-5p,WDR48,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
52922,hsa-let-7f-5p,WNK1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
53013,hsa-let-7f-5p,ZMYM2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
53019,hsa-let-7f-5p,ZNF117,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
53081,hsa-let-7f-5p,ZNF518A,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
56115,hsa-let-7g-5p,ABCC10,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
56262,hsa-let-7g-5p,ADAM15,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
56274,hsa-let-7g-5p,ADCY7,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
56426,hsa-let-7g-5p,APH1A,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
56455,hsa-let-7g-5p,ARID2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
56567,hsa-let-7g-5p,BAZ2A,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
56652,hsa-let-7g-5p,C15orf40,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
56673,hsa-let-7g-5p,C1orf43,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
56782,hsa-let-7g-5p,CCNE2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
56803,hsa-let-7g-5p,CD46,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
56831,hsa-let-7g-5p,CDKN1A,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
56965,hsa-let-7g-5p,COPB1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
56966,hsa-let-7g-5p,COPE,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
56969,hsa-let-7g-5p,COQ10B,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
56975,hsa-let-7g-5p,COX11,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
57034,hsa-let-7g-5p,CTDSPL2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
57159,hsa-let-7g-5p,DMTF1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
57287,hsa-let-7g-5p,EIF4E2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
57288,hsa-let-7g-5p,EIF4G2,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
57330,hsa-let-7g-5p,EPN2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
57338,hsa-let-7g-5p,ERGIC1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
57344,hsa-let-7g-5p,ERP29,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
57356,hsa-let-7g-5p,ETFDH,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
57405,hsa-let-7g-5p,FAM57A,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
57537,hsa-let-7g-5p,G3BP2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
57592,hsa-let-7g-5p,GGA3,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
57612,hsa-let-7g-5p,GMPPA,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
57627,hsa-let-7g-5p,GOLGA7,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
57663,hsa-let-7g-5p,GRAMD1A,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
57685,hsa-let-7g-5p,GUF1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
57689,hsa-let-7g-5p,GYG1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
57710,hsa-let-7g-5p,HEATR3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
57716,hsa-let-7g-5p,HELB,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
57746,hsa-let-7g-5p,HM13,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
57756,hsa-let-7g-5p,HMMR,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
57823,hsa-let-7g-5p,IFRD1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58038,hsa-let-7g-5p,LAMP1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58044,hsa-let-7g-5p,LARP1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58107,hsa-let-7g-5p,LMO3,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58126,hsa-let-7g-5p,LPCAT4,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58139,hsa-let-7g-5p,LRRC28,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58144,hsa-let-7g-5p,LRRC41,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58175,hsa-let-7g-5p,LYPLA1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58192,hsa-let-7g-5p,MAL2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58207,hsa-let-7g-5p,MAP3K1,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
58239,hsa-let-7g-5p,MARS,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58247,hsa-let-7g-5p,MATR3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58262,hsa-let-7g-5p,MCFD2,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58270,hsa-let-7g-5p,MDM2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58271,hsa-let-7g-5p,MDM4,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
58300,hsa-let-7g-5p,METTL9,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58395,hsa-let-7g-5p,MTAP,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58402,hsa-let-7g-5p,MTF2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58430,hsa-let-7g-5p,MYD88,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58433,hsa-let-7g-5p,MYLK,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58477,hsa-let-7g-5p,NCAPD2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58486,hsa-let-7g-5p,NCOA6,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58488,hsa-let-7g-5p,NCOR2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58494,hsa-let-7g-5p,NDST3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58497,hsa-let-7g-5p,NDUFAF7,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58536,hsa-let-7g-5p,NME4,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58732,hsa-let-7g-5p,OXA1L,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58734,hsa-let-7g-5p,P2RX4,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58746,hsa-let-7g-5p,PAFAH1B1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58762,hsa-let-7g-5p,PAPOLA,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58850,hsa-let-7g-5p,PGAP2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
58974,hsa-let-7g-5p,POU2F1,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
59007,hsa-let-7g-5p,PPP4C,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
59083,hsa-let-7g-5p,PTPN12,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
59145,hsa-let-7g-5p,RALY,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
59170,hsa-let-7g-5p,RASSF8,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
59235,hsa-let-7g-5p,RHOBTB3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
59238,hsa-let-7g-5p,RHOT1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
59247,hsa-let-7g-5p,RIOK3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
59255,hsa-let-7g-5p,RNASEH2B,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
59325,hsa-let-7g-5p,RPL35A,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
59336,hsa-let-7g-5p,RPS6KB2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
59388,hsa-let-7g-5p,SCAMP3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
59416,hsa-let-7g-5p,SEC23B,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
59435,hsa-let-7g-5p,SENP5,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
59511,hsa-let-7g-5p,SLC16A3,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
59557,hsa-let-7g-5p,SLC35F5,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
59657,hsa-let-7g-5p,SOD2,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
59660,hsa-let-7g-5p,SORBS2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
